Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2003,8,24,7,2052,2100,2221,2239,UA,1674,N322UA,89,99,78,-18,-8,SFO,PDX,550,2,9,0,,0,0,0,0,0,0
1994,11,11,5,1214,1214,1311,1312,UA,1815,NA,57,58,NA,-1,0,ORD,CID,196,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,3,31,1,2225,2220,2351,2348,CO,1843,N57837,206,208,187,3,5,IAH,LAX,1379,5,14,0,NA,0,NA,NA,NA,NA,NA
2003,2,10,1,900,905,942,955,OO,6015,N568SW,50,50,25,0,0,LAX,BFL,109,4,13,0,NA,0,NA,NA,NA,NA,NA
2000,7,7,5,1636,1616,1838,1810,US,806,N432US,122,114,98,28,20,FLL,CLT,631,9,15,0,NA,0,NA,NA,NA,NA,NA
2004,7,25,7,2000,1919,2225,2149,OO,6639,N926SW,85,90,170,36,41,DEN,BIS,517,4,10,0,,0,36,0,0,0,0
2000,10,19,4,1337,1120,1630,1402,UA,2758,N370UA,113,102,82,148,137,PHX,DEN,602,9,22,0,NA,0,NA,NA,NA,NA,NA
1993,5,17,1,708,710,1024,1020,UA,1099,NA,196,190,NA,4,-2,LGA,MIA,1097,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,10,4,3,2210,2215,2317,2329,US,1030,N521AU,67,74,52,-12,-5,CLT,IAD,321,5,10,0,NA,0,NA,NA,NA,NA,NA
1996,11,28,4,1257,1256,1328,1329,US,991,N938VJ,31,33,18,-1,1,CLT,GSP,75,2,11,0,NA,0,NA,NA,NA,NA,NA
1996,12,28,6,824,825,1123,1133,US,1660,N821US,179,188,160,-10,-1,BOS,MCO,1121,8,11,0,NA,0,NA,NA,NA,NA,NA
1992,10,20,2,2109,2110,2204,2216,CO,740,NA,55,66,NA,-12,-1,IAH,BTR,253,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,5,18,1,649,648,1154,1206,AA,1396,N583AA,185,198,149,-12,1,SNA,DFW,1205,5,31,0,NA,0,NA,NA,NA,NA,NA
1997,8,7,4,1807,1809,2132,2135,AA,1124,N465AA,145,146,122,-3,-2,IAH,MIA,964,7,16,0,NA,0,NA,NA,NA,NA,NA
1992,9,24,4,1630,1630,1714,1720,WN,649,NA,44,50,NA,-6,0,SAT,HOU,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,2,17,4,2131,2015,6,2315,DH,1167,N655BR,95,120,74,51,76,ORD,IAD,589,4,16,0,,0,0,0,0,0,51
1993,8,10,2,1429,1430,1701,1710,NW,1434,NA,92,100,NA,-9,-1,MSP,SDF,603,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,12,2,649,645,756,805,AA,239,NA,127,140,NA,-9,4,LGA,ORD,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,1,5,1209,1210,1442,1440,US,136,NA,93,90,NA,2,-1,STL,PIT,553,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,3,27,4,644,645,1230,1228,AA,1394,N572AA,226,223,208,2,-1,SEA,ORD,1721,10,8,0,NA,0,NA,NA,NA,NA,NA
1992,5,1,5,1639,1640,1834,1842,NW,1572,NA,115,122,NA,-8,-1,MEM,MSP,700,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,1,28,2,1235,1235,1448,1457,UA,477,N303UA,253,262,237,-9,0,ORD,SAN,1723,2,14,0,NA,0,NA,NA,NA,NA,NA
1999,4,15,4,1914,1900,2129,2025,AA,353,N439AA,195,145,119,64,14,LGA,ORD,733,8,68,0,NA,0,NA,NA,NA,NA,NA
2005,3,9,3,1620,1620,1858,1905,WN,588,N379SW,218,225,200,-7,0,BWI,HOU,1246,3,15,0,,0,0,0,0,0,0
1998,8,10,1,1607,1540,1708,1639,DL,729,N939DL,61,59,36,29,27,ATL,CAE,191,4,21,0,NA,0,NA,NA,NA,NA,NA
1989,11,9,4,1720,1720,1843,1829,NW,794,NA,83,69,NA,14,0,BTR,MEM,319,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,5,15,6,851,850,1319,1306,CO,502,N16815,208,196,192,13,1,DFW,EWR,1372,6,10,0,NA,0,NA,NA,NA,NA,NA
2005,1,30,7,1845,1845,2355,20,WN,223,N710SW,190,215,175,-25,0,LAS,BNA,1588,5,10,0,,0,0,0,0,0,0
1999,10,30,6,605,610,655,704,DL,1778,N418DA,50,54,32,-9,-5,TYS,ATL,152,5,13,0,NA,0,NA,NA,NA,NA,NA
1998,9,26,6,1804,1805,2024,2036,DL,229,N616DL,260,271,242,-12,-1,MCO,SLC,1929,9,9,0,NA,0,NA,NA,NA,NA,NA
1996,5,2,4,1920,1920,2046,2055,CO,1249,N69523,86,95,77,-9,0,BDL,CLE,475,3,6,0,NA,0,NA,NA,NA,NA,NA
1999,5,18,2,930,930,1023,1025,WN,14,N56,53,55,44,-2,0,HOU,DAL,239,2,7,0,NA,0,NA,NA,NA,NA,NA
1996,10,30,3,1033,1000,1559,1556,UA,110,N534UA,206,236,189,3,33,LAX,ORD,1745,5,12,0,NA,0,NA,NA,NA,NA,NA
2005,8,10,3,1753,1800,1842,1856,OO,3737,N237SW,49,56,40,-14,-7,TWF,SLC,175,4,5,0,,0,0,0,0,0,0
2007,7,11,3,937,930,1048,1049,US,685,N632AW,71,79,46,-1,7,SAN,PHX,304,9,16,0,,0,0,0,0,0,0
2003,10,26,7,1920,1904,2344,2335,CO,310,N75410,204,211,157,9,16,IAH,EWR,1400,8,39,0,,0,0,0,0,0,0
1998,1,16,5,1310,1300,1403,1354,NW,732,N762NW,53,54,37,9,10,FSD,MSP,197,10,6,0,NA,0,NA,NA,NA,NA,NA
1996,12,5,4,724,710,823,808,UA,2160,N937UA,59,58,43,15,14,LAX,LAS,236,3,13,0,NA,0,NA,NA,NA,NA,NA
1990,12,31,1,1027,1025,1234,1249,AA,1030,NA,67,84,NA,-15,2,ORD,CVG,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,9,19,2,1027,1030,1253,1255,US,380,N443US,146,145,127,-2,-3,TPA,PHL,920,6,13,0,NA,0,NA,NA,NA,NA,NA
2000,6,24,6,640,640,907,910,DL,934,N639DL,147,150,125,-3,0,ATL,BOS,946,8,14,0,NA,0,NA,NA,NA,NA,NA
1998,5,4,1,823,825,808,818,DL,1147,N992DL,45,53,28,-10,-2,ATL,HSV,151,6,11,0,NA,0,NA,NA,NA,NA,NA
1988,5,2,1,1709,1530,2044,1905,CO,1734,NA,155,155,NA,99,99,DEN,MSY,1062,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,9,9,6,1942,1941,2046,2051,HP,2442,N659AW,244,250,227,-5,1,CMH,PHX,1671,8,9,0,NA,0,NA,NA,NA,NA,NA
1996,1,3,3,826,800,1643,1607,TW,840,N7036T,317,307,283,36,26,LAX,JFK,2475,14,20,0,NA,0,NA,NA,NA,NA,NA
2003,6,21,6,747,750,1019,1028,AA,1440,N515AA,152,158,130,-9,-3,TPA,LGA,1011,10,12,0,,0,0,0,0,0,0
1993,12,26,7,705,700,845,843,DL,728,NA,40,43,NA,2,5,MGM,ATL,147,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,12,21,3,1227,1228,1700,1706,AA,2490,N5TCAA,153,158,126,-6,-1,LAS,DFW,1055,17,10,0,,0,0,0,0,0,0
2001,12,10,1,1229,1230,1321,1329,DL,1752,N37354,52,59,40,-8,-1,DCA,LGA,214,2,10,0,NA,0,NA,NA,NA,NA,NA
1998,5,26,2,1029,1030,1149,1153,US,227,N226US,80,83,67,-4,-1,PVD,DCA,357,4,9,0,NA,0,NA,NA,NA,NA,NA
1994,6,10,5,1819,1805,1926,1919,DL,936,NA,67,74,NA,7,14,BIL,SLC,387,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,21,4,1129,957,1227,1055,DL,959,NA,58,58,NA,92,92,ATL,JAX,270,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,10,16,7,559,602,805,806,AA,403,N3BBAA,186,184,165,-1,-3,DCA,DFW,1192,11,10,0,,0,0,0,0,0,0
2005,4,1,5,1233,1240,1301,1306,XE,2608,N14508,88,86,60,-5,-7,CLE,ORD,316,8,20,0,,0,0,0,0,0,0
1998,6,11,4,1703,1703,2112,2121,AA,654,N552AA,129,138,101,-9,0,PHX,DFW,868,15,13,0,NA,0,NA,NA,NA,NA,NA
1989,11,12,7,827,828,1138,1141,AA,146,NA,131,133,NA,-3,-1,DFW,JAX,919,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,9,18,4,1239,1240,1324,1330,DH,7910,N332UE,45,50,32,-6,-1,IAD,MDT,94,3,10,0,,0,0,0,0,0,0
2004,8,20,5,2107,2105,2246,2221,XE,2832,N11121,159,136,120,25,2,IAH,COS,809,8,31,0,,0,0,0,25,0,0
2006,1,17,2,1001,1000,1157,1145,OO,3831,N457SW,116,105,84,12,1,SLC,FCA,532,5,27,0,,0,0,0,0,0,0
2005,3,29,2,1706,1656,1955,1948,DL,866,N303WA,109,112,90,7,10,SEA,SLC,689,9,10,0,,0,0,0,0,0,0
2003,9,1,1,2105,2105,2216,2215,WN,85,N762,71,70,58,1,0,LAX,SMF,373,4,9,0,,0,0,0,0,0,0
1994,2,22,2,858,900,1029,1039,AA,1630,NA,91,99,NA,-10,-2,RDU,BDL,532,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,4,28,5,920,925,1042,1104,NW,599,N591NW,202,219,186,-22,-5,MSP,PDX,1426,5,11,0,,0,0,0,0,0,0
1991,2,8,5,1534,1515,1628,1634,UA,163,NA,174,199,NA,-6,19,ATL,DEN,1199,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,10,20,3,1325,1322,2123,2113,AA,144,N3BCAA,298,291,268,10,3,LAX,IAD,2288,7,23,0,,0,0,0,0,0,0
2002,7,23,2,908,915,1128,1147,AA,1238,N2BWAA,140,152,123,-19,-7,IAH,ORD,925,9,8,0,NA,0,NA,NA,NA,NA,NA
2006,12,12,2,1923,1933,2059,2130,EV,4701,N936EV,96,117,81,-31,-10,PHF,ATL,508,8,7,0,,0,0,0,0,0,0
2007,1,29,1,1347,1354,1650,1659,UA,1426,N498UA,123,125,106,-9,-7,ONT,DEN,819,8,9,0,,0,0,0,0,0,0
2002,11,2,6,1551,1600,1725,1733,US,587,N342US,94,93,76,-8,-9,CLT,CLE,430,6,12,0,NA,0,NA,NA,NA,NA,NA
1990,3,4,7,816,815,1644,1640,UA,26,NA,328,325,NA,4,1,SFO,JFK,2586,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,2,22,4,1642,1535,1849,1813,DL,1414,N626DL,127,158,107,36,67,EWR,ATL,745,7,13,0,,0,0,0,0,0,36
1993,4,25,7,2131,2130,2212,2214,DL,1105,NA,41,44,NA,-2,1,MCO,PBI,142,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,11,7,5,928,930,1118,1120,DL,294,N991DL,110,110,88,-2,-2,ATL,DTW,594,8,14,0,,0,0,0,0,0,0
2006,5,23,2,1918,1800,2019,1902,MQ,4678,N736DT,61,62,46,77,78,RDU,DCA,227,3,12,0,,0,2,0,0,0,75
2000,12,21,4,2228,2210,152,113,DL,1971,N184DN,384,363,339,39,18,JFK,LAX,2475,10,35,0,NA,0,NA,NA,NA,NA,NA
2007,6,16,6,848,820,1106,1025,AA,1893,N4WKAA,258,245,236,41,28,AUS,SEA,1770,10,12,0,,0,0,28,13,0,0
2002,11,26,2,1239,1155,2102,2018,UA,86,N675UA,323,323,291,44,44,SFO,EWR,2565,15,17,0,NA,0,NA,NA,NA,NA,NA
1998,10,26,1,1210,1215,1342,1403,CO,1232,N13891,92,108,75,-21,-5,CLE,BOS,563,7,10,0,NA,0,NA,NA,NA,NA,NA
1994,3,27,7,1408,1355,1605,1557,US,506,NA,117,122,NA,8,13,MCO,DCA,759,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,11,11,1,920,920,1152,1140,WN,1302,N335,92,80,78,12,0,BNA,CLE,448,6,8,0,NA,0,NA,NA,NA,NA,NA
1992,4,18,6,639,640,903,900,US,616,NA,84,80,NA,3,-1,IND,DCA,499,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,6,14,3,2153,2145,2256,2257,TW,139,N907TW,183,192,168,-1,8,STL,PHX,1262,4,11,0,NA,0,NA,NA,NA,NA,NA
1996,11,4,1,1230,1230,1346,1340,WN,986,N129,76,70,62,6,0,OAK,LAX,337,6,8,0,NA,0,NA,NA,NA,NA,NA
2006,2,26,7,26,30,502,517,AA,2404,N3CBAA,156,167,140,-15,-4,LAX,DFW,1235,4,12,0,,0,0,0,0,0,0
2003,10,1,3,1355,1359,1637,1628,CO,177,N16642,222,209,195,9,-4,PHL,IAH,1324,7,20,0,,0,0,0,0,0,0
1998,12,13,7,1159,1205,1504,1551,DL,1565,N720DA,305,346,282,-47,-6,LAX,OGG,2486,5,18,0,NA,0,NA,NA,NA,NA,NA
1990,7,25,3,1822,1825,1953,2006,CO,217,NA,91,101,NA,-13,-3,LGA,CLE,418,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,6,24,4,1316,1300,1429,1410,WN,1426,NA,73,70,NA,19,16,OAK,ONT,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,9,26,6,1405,1400,1512,1519,TW,326,NA,67,79,NA,-7,5,STL,ORD,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,8,7,2,2041,2040,2159,2150,US,608,NA,78,70,NA,9,1,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,11,8,1,2236,2245,2321,2330,OO,6135,N235SW,45,45,31,-9,-9,LAX,SAN,109,3,11,0,,0,0,0,0,0,0
1996,4,18,4,1627,1630,1722,1728,NW,1799,N94S,55,58,39,-6,-3,MSP,CID,221,4,12,0,NA,0,NA,NA,NA,NA,NA
2007,7,17,2,1725,1715,2017,1959,AS,227,N755AS,172,164,133,18,10,SAN,SEA,1050,12,27,0,,0,10,0,8,0,0
1996,10,13,7,1904,1900,2139,2129,DL,530,N117DL,155,149,136,10,4,PBI,LGA,1035,11,8,0,NA,0,NA,NA,NA,NA,NA
1993,7,23,5,1210,1210,1450,1440,US,37,NA,340,330,NA,10,0,PIT,SFO,2254,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,12,30,1,756,750,1319,1329,UA,616,N7260U,203,219,181,-10,6,SEA,ORD,1721,5,17,0,NA,0,NA,NA,NA,NA,NA
1995,7,23,7,1355,1308,1500,1414,UA,1526,N943UA,65,66,44,46,47,SFO,SBA,262,1,20,0,NA,0,NA,NA,NA,NA,NA
1990,10,3,3,1850,1850,2123,2110,DL,1421,NA,213,200,NA,13,0,EWR,DFW,1372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,5,27,4,620,630,718,749,XE,3395,N12569,58,79,41,-31,-10,ROC,CLE,245,6,11,0,,0,0,0,0,0,0
1988,8,19,5,1618,1621,1628,1637,UA,877,NA,70,76,NA,-9,-3,ICT,DEN,419,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,30,7,1152,1150,1409,1417,CO,1055,NA,137,147,NA,-8,2,ORD,IAH,925,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,4,12,3,1623,1615,1724,1715,WN,992,N55,61,60,47,9,8,LAS,PHX,256,5,9,0,NA,0,NA,NA,NA,NA,NA
1998,2,20,5,1205,1140,1403,1335,WN,1144,N502,118,115,106,28,25,BWI,JAX,663,3,9,0,NA,0,NA,NA,NA,NA,NA
2007,7,7,6,1402,1410,1615,1635,MQ,4380,N857AE,133,145,125,-20,-8,BTR,ORD,810,3,5,0,,0,0,0,0,0,0
2007,1,17,3,1655,1625,1831,1818,DL,1570,N615DL,96,113,81,13,30,ATL,MIA,595,4,11,0,,0,0,0,0,0,0
1988,9,1,4,1645,1645,1933,1931,UA,366,NA,108,106,NA,2,0,ORD,BWI,622,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,6,24,3,1100,1045,1247,1230,WN,1727,N607,107,105,89,17,15,PHX,RNO,601,7,11,0,NA,0,NA,NA,NA,NA,NA
1993,2,24,3,1505,1500,1723,1724,DL,1040,NA,78,84,NA,-1,5,LIT,CVG,513,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,6,26,7,1744,1740,1956,2000,UA,947,N128UA,312,320,274,-4,4,IAD,LAX,2288,5,33,0,,0,0,0,0,0,0
2003,4,12,6,1124,1124,1231,1237,EV,4241,N281AS,67,73,57,-6,0,MEI,LFT,241,1,9,0,NA,0,NA,NA,NA,NA,NA
2003,8,26,2,203,2159,336,2334,AA,1607,N518AA,213,215,186,242,244,DFW,SFO,1464,3,24,0,,0,0,36,0,0,206
1999,1,16,6,1835,1830,1935,1940,WN,1102,N651,60,70,45,-5,5,LIT,STL,296,5,10,0,NA,0,NA,NA,NA,NA,NA
1998,8,26,3,856,900,1039,1039,NW,534,N295US,103,99,80,0,-4,DTW,LGA,501,7,16,0,NA,0,NA,NA,NA,NA,NA
2004,2,13,5,1251,1255,1336,1340,XE,2067,N12921,105,105,85,-4,-4,CLE,STL,487,5,15,0,,0,0,0,0,0,0
1991,1,19,6,2029,2030,2123,2145,PA (1),548,NA,54,75,NA,-22,-1,LGA,BOS,185,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,8,20,5,1519,1521,2123,2105,AA,892,NA,244,224,NA,18,-2,PDX,DFW,1616,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,8,24,4,1447,1425,1706,1647,CO,1501,N63305,139,142,113,19,22,EWR,JAX,821,5,21,0,NA,0,NA,NA,NA,NA,NA
2003,3,8,6,1352,1345,1628,1603,CO,728,N11612,276,258,255,25,7,EWR,DEN,1605,8,13,0,NA,0,NA,NA,NA,NA,NA
1992,2,16,7,1028,1023,1552,1547,CO,586,NA,204,204,NA,5,5,DEN,TPA,1506,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,25,6,845,845,1130,1140,EA,629,NA,165,175,NA,-10,0,BOS,ATL,946,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1330,1330,1417,1420,PI,874,NA,47,50,NA,-3,0,SYR,BDL,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,2,24,5,1230,1230,1346,1346,FL,94,N922AT,76,76,55,0,0,ATL,RDU,356,5,16,0,,0,0,0,0,0,0
2002,2,7,4,1656,1625,2009,1945,US,855,N526A,133,140,121,24,31,MSY,DCA,969,3,9,0,NA,0,NA,NA,NA,NA,NA
1997,8,4,1,1236,1240,1428,1435,TW,299,N54351,112,115,90,-7,-4,JFK,DTW,508,7,15,0,NA,0,NA,NA,NA,NA,NA
1997,7,1,2,846,840,1137,1144,NW,854,N8978E,111,124,99,-7,6,MEM,DCA,762,3,9,0,NA,0,NA,NA,NA,NA,NA
1994,12,13,2,2113,2050,2235,2220,NW,1822,NA,82,90,NA,15,23,DTW,DCA,405,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,15,6,1539,1535,1651,1655,UA,617,NA,72,80,NA,-4,4,ORD,OMA,416,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,4,13,2,52,56,140,157,HP,68,N636AW,48,61,36,-17,-4,LAS,PHX,256,3,9,0,NA,0,NA,NA,NA,NA,NA
1991,10,2,3,2033,1956,2342,2244,AA,748,NA,129,108,NA,58,37,ORD,ATL,606,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,10,9,3,1440,1435,1655,1645,WN,1004,N527,135,130,122,10,5,CMH,TPA,829,3,10,0,NA,0,NA,NA,NA,NA,NA
1994,11,15,2,1151,1150,1256,1258,US,551,NA,65,68,NA,-2,1,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2002,1,4,5,1159,1100,1330,1235,MQ,4483,#NAME?,91,95,64,55,59,RDU,LGA,431,7,20,0,NA,0,NA,NA,NA,NA,NA
2001,8,31,5,1141,1115,1238,1220,US,310,N592,57,65,42,18,26,DCA,RDU,227,3,12,0,NA,0,NA,NA,NA,NA,NA
1993,8,11,3,2100,2055,2231,2210,WN,946,NA,91,75,NA,21,5,OKC,STL,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,9,16,7,821,823,1356,1419,UA,1108,N521UA,215,236,199,-23,-2,SMF,ORD,1781,4,12,0,,0,0,0,0,0,0
1998,2,27,5,1049,1045,1319,1334,AA,1717,N844AA,210,229,190,-15,4,EWR,DFW,1372,9,11,0,NA,0,NA,NA,NA,NA,NA
2004,12,22,3,1135,1110,1208,1149,OO,6302,N292SW,33,39,25,19,25,PDX,EUG,106,3,5,0,,0,19,0,0,0,0
1999,7,19,1,1448,1455,1601,1608,NW,607,N8929E,133,133,100,-7,-7,CLE,MSP,622,19,14,0,NA,0,NA,NA,NA,NA,NA
2000,5,2,2,1001,1005,1058,1103,US,2745,N248US,57,58,39,-5,-4,RDU,IAD,224,4,14,0,NA,0,NA,NA,NA,NA,NA
1996,5,16,4,1447,1235,1454,1245,DL,1009,N318DL,67,70,51,129,132,CVG,ORD,264,5,11,0,NA,0,NA,NA,NA,NA,NA
2005,5,10,2,1155,1155,1250,1255,WN,716,N625SW,55,60,46,-5,0,LBB,DAL,293,3,6,0,,0,0,0,0,0,0
1996,12,8,7,1150,1150,1512,1525,WN,342,N329,142,155,132,-13,0,SAT,MCO,1040,4,6,0,NA,0,NA,NA,NA,NA,NA
1998,12,15,2,843,840,1210,1210,DL,2433,N306DL,207,210,183,0,3,BOS,RSW,1249,5,19,0,NA,0,NA,NA,NA,NA,NA
1991,3,10,7,1330,1330,1523,1518,US,338,NA,113,108,NA,5,0,JAX,BWI,663,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,10,3,1617,1610,1640,1640,WN,306,NA,83,90,NA,0,7,AUS,ELP,528,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,5,28,5,1723,1640,1905,1800,OH,5842,N804CA,102,80,82,65,43,HLN,SLC,402,13,7,0,,0,43,0,22,0,0
2003,6,19,4,1105,1055,1231,1215,WN,2180,N695,146,140,122,16,10,MCO,IND,828,6,18,0,,0,7,0,6,0,3
1996,6,3,1,1640,1640,2209,2213,UA,1708,N325UA,209,213,196,-4,0,DEN,LGA,1619,3,10,0,NA,0,NA,NA,NA,NA,NA
1998,7,18,6,1641,1635,1826,1838,UA,963,N775UA,285,303,260,-12,6,IAD,LAX,2288,13,12,0,NA,0,NA,NA,NA,NA,NA
2001,12,2,7,1536,1535,2310,2334,AA,164,N339A1,274,299,257,-24,1,LAX,EWR,2454,6,11,0,NA,0,NA,NA,NA,NA,NA
1995,9,22,5,1502,1502,1621,1622,AA,381,N2BVAA,79,80,57,-1,0,LIT,DFW,304,11,11,0,NA,0,NA,NA,NA,NA,NA
2003,3,12,3,820,830,1534,1550,NW,276,N345NW,254,260,221,-16,-10,SAN,DTW,1957,13,20,0,NA,0,NA,NA,NA,NA,NA
2007,7,6,5,607,600,720,715,WN,2997,N218WN,73,75,61,5,7,SMF,LAS,397,4,8,0,,0,0,0,0,0,0
1994,10,6,4,904,905,1105,1057,DL,1097,NA,181,172,NA,8,-1,RDU,DFW,1062,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,11,28,6,1047,1050,1227,1243,CO,1037,NA,100,113,NA,-16,-3,EWR,DTW,487,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,8,24,4,1721,1720,1759,1755,US,2144,N523AU,38,35,22,4,1,CLT,AVL,92,3,13,0,NA,0,NA,NA,NA,NA,NA
2006,10,2,1,2107,2115,2201,2213,US,219,N650AW,54,58,41,-12,-8,ONT,LAS,197,6,7,0,,0,0,0,0,0,0
2003,8,25,1,1805,1805,1857,1900,WN,1605,N676,52,55,41,-3,0,SAT,DAL,248,3,8,0,,0,0,0,0,0,0
1997,12,28,7,1327,1330,1517,1526,US,1053,N242US,170,176,158,-9,-3,CLT,DFW,936,3,9,0,NA,0,NA,NA,NA,NA,NA
2001,7,24,2,1105,1100,1400,1415,UA,167,N5741,355,375,335,-15,5,BOS,SFO,2704,3,17,0,NA,0,NA,NA,NA,NA,NA
2006,9,4,1,1659,1705,1735,1750,YV,5009,N925FJ,36,45,20,-15,-6,GSO,CLT,83,7,9,0,,0,0,0,0,0,0
1988,1,10,7,2000,2000,2120,2116,US,17,NA,80,76,NA,4,0,PIT,GSP,401,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,3,15,2,1840,1840,2003,2002,MQ,4634,N711PH,83,82,64,1,0,RDU,CMH,361,6,13,0,,0,0,0,0,0,0
1992,7,10,5,2027,2028,2211,2155,DL,853,NA,104,87,NA,16,-1,DFW,MCI,460,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,29,2,1858,1855,1951,1948,CO,527,NA,173,173,NA,3,3,DTW,DEN,1123,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,1,23,4,1225,1210,1318,1310,WN,1708,N335,53,60,45,8,15,OAK,BUR,325,2,6,0,NA,0,NA,NA,NA,NA,NA
1991,12,18,3,656,656,718,707,HP,620,NA,82,71,NA,11,0,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,2,22,3,1534,1505,1736,1704,DL,870,N330DL,122,119,100,32,29,DCA,ATL,547,5,17,0,,0,0,0,32,0,0
1995,8,26,6,2312,2305,9,10,DL,1127,N539DA,57,65,41,-1,7,ATL,JAX,270,5,11,0,NA,0,NA,NA,NA,NA,NA
2005,5,27,5,833,835,1008,1013,NW,952,N770NC,95,98,79,-5,-2,MEM,MKE,556,6,10,0,,0,0,0,0,0,0
2005,3,28,1,2218,2200,200,35,B6,199,N563JB,402,335,113,85,18,JFK,LAS,2248,4,105,0,,0,18,0,67,0,0
2001,8,21,2,931,935,1111,1114,US,2611,N244,160,159,136,-3,-4,BWI,MSY,998,3,21,0,NA,0,NA,NA,NA,NA,NA
2005,5,17,2,1537,1535,1732,1732,US,128,N426US,115,117,92,0,2,CLT,PVD,683,4,19,0,,0,0,0,0,0,0
2007,3,3,6,2109,2110,2327,2340,CO,1763,N16339,258,270,220,-13,-1,IAH,SFO,1635,5,33,0,,0,0,0,0,0,0
2006,4,1,6,1758,1800,1911,1923,DL,741,N330DL,73,83,49,-12,-2,ATL,LEX,303,5,19,0,,0,0,0,0,0,0
2000,6,14,3,1036,1040,1209,1205,DL,1929,N900PC,93,85,57,4,-4,ATL,RDU,356,5,31,0,NA,0,NA,NA,NA,NA,NA
1992,12,17,4,1940,1940,2239,2220,DL,514,NA,179,160,NA,19,0,TPA,BOS,1185,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,8,20,2,1553,1553,1644,1653,AA,521,N564AA,171,180,148,-9,0,DFW,SAN,1171,4,19,0,NA,0,NA,NA,NA,NA,NA
2001,5,13,7,1512,1505,1734,1629,MQ,4494,#NAME?,142,84,69,65,7,PWM,LGA,270,10,63,0,NA,0,NA,NA,NA,NA,NA
1992,5,8,5,1805,1753,1914,1901,HP,333,NA,69,68,NA,13,12,SNA,PHX,338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,1618,1624,1726,1738,UA,2173,N3771,68,74,54,-12,-6,MFR,SFO,329,6,8,0,NA,0,NA,NA,NA,NA,NA
2004,8,6,5,925,930,1240,1235,CO,548,N33262,375,365,323,5,-5,EWR,SFO,2565,9,43,0,,0,0,0,0,0,0
